domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,Surgery: Esophageal Disorders Clinical Presentation,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Fibroadenoma,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Hiatal Hernias,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Ileostomy And Colostomy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Intracranial Dynamics,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Miscellaneous ( Anal Canal),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Miscellaneous ( Lymphatic System),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Miscellaneous ( Thorax),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,"Surgery: Normal Physiology Sodium, Potassium, And Acid Base Balance",2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Other Vascular Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Pathogenesis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Pediatric Neurosurgery,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Peritoneal Disorders Malignant Neoplasms,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Physiology And Pathophysiology Primary Hyperparathyroidism,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Small Intestine Small Bowel Tumors,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Surgical Treatment Obesity,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Trauma ( Pancreas),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Tumor Markers,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Anesthesia For Neurologic & Psychiatric Diseases,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anaesthesia: Geriatric Anesthesia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anaesthesia: Interactions Of Nmj Blockers,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anaesthesia: Miscellaneous Muscle Relaxant,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anaesthesia: Neuromuscular Junction,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anaesthesia: Obstetric Anesthesia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Breast Region,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Connective Tissue,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: General Pathology,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Hand & Carpal And Metacarpal Bones,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Important Complications In Orthopaedics,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Neet 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Nervous Tissue,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Pancreas,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Anatomy: Perfeilization, Placenta And Germ Cell Derivatives",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Peritoneal Cavity And Inguinal Region,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Subcortical Structures,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Anatomy: Thorax: Blood Supply,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Anatomy: White Matter, Basal Ganglia, Limbic System And Sensory Tracts",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Biochemistry: Aiims 2020,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Biochemistry: Electron Transport Chain And Biological Oxidation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Biochemistry: Enzymology,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Biochemistry: Jipmer 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Biochemistry: Secondary, Tertiary And Quaternary Structure Of Proteins",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Dental: Aiims 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Dental: Dermatology Q Bank,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Dental: Fmge 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Dental: Neet 2018,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Dental: Neet 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Acute And Chronic Inflammations Of Larynx,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Aiims 2020,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Benign Lesions Of Larynx,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Carcinoma Oral Cavity & Oropharynx,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Congenital Diseases Of Larynx,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Deep Neck Space Infections And Pharyngeal Abcess,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Diseases Of External Ear,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: External Nose,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Fundamentals Of Ear,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Fungal Rhinosinusitis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Glomus,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Malignant Tumors,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Miscellaneous ( Nose & Pns),1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Nasopharyngeal Angiofibroma,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Neural Pathway Of Sound,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Pharyngitis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Physiology Of Nose,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ent: Test Of Hearing,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Aiims 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Childhood Violence And Starvation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Death By Electrocution,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Fumigants & Asphyxiants,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: General Anatomy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Infanticide And Foeticide,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Neet 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Organic Irritants,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Spinal And Cardiac Poisons,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Forensic Medicine: Starvation And Neglect,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Aetiology,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Aiims 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Augmentation Of Labor,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Brow Presentations,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Characteristics Of Normal Labor,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Clinical Manifestations,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Emergency Contraception Cu Iud,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Fetal Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: General Anatomy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Gestational Trophoblastic Neoplasia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Hematological Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Incidence And Aetiology,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Instrumental Delivery,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Intrauterine Growth Retardation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Management Of The Second Stage Of Labor,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Mechanisms Of Labor,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Midtrimester Abortion,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Miscellaneous,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Miscellaneous Gynae,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Multimodality Diagnosis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Neurological Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Normal Sex Differentiation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Ovarian Pregnancy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Recurrent Miscarriage,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Respiratory System,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Second Stage Of Labor,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Sexually Transmitted Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Spread ( Carcinoma Ovary),1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Thromboembolic Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Gynaecology & Obstetrics: Transverse Lies, Oblique Lies And Shoulder Presentations",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Gynaecology & Obstetrics: Treatment And Survival ( Carcinoma Ovary),1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Aiims 2020,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Bone & Mineral Metabolism,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Carcinoid,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Disorders Of Female Reproductive System,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Geriatric,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Lung,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Noninvasive Examination Of The Heart,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Osteoarthritis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Osteoporosis And Osteomalacia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Pulmonary Diagnostic Procedures,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Medicine: Soft Tissue,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Adenoviruses,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Arthropod Born Diseases,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Chromoblastomycosis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Hypersensitivity,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Melioidosis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Neet 2018,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Parvovirus,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Picorna Viruses,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Microbiology: Preventive Medicine In Obstetrics, Paediatrics & Geriatrics",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Rotavirus,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Rubella,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Microbiology: Yersinia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Congenital Anomalies,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Congenital Cataract,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Corneal Degenerations,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Cysts And Tumors,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Determination Of Errors Of Refraction,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Dnb 2018,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Fmge 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Jipmer 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Keratoplasty,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Macular Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Ocular Manifestations Of Diseases Of Cns,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Spectacles And Contact Lenses,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Tumors And Injuries,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Ophthalmology: Vitreous Opacities,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Aiims 2020,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Amputation Of Fingers,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Anatomy And General Principles,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Bennett'S Fracture Dislocation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Brachial Plexus Injuries,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Complications That Produce Cosmetic Abnormalities,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Deformities And The Management,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Fracture Distal Femur,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Fracture Of Femur,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Fungal Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Hemophilic Arthritis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Individual Cervical Vertebra Fracture Of Interest,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Injuries Of Cervical Spine,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Jipmer 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Multiple Myeloma,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Neuropathic Joints,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Osteochondroses,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Orthopaedics: Radial Head Fracture, Olecranon Fracture",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Regional Disease,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Renal Osteodystrophy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Spinal Cord Injury,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Synovial Chondromatosis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Tendon And Crush Injuries,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Orthopaedics: Whiplash Injury,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Cellular Aging,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Complex Multigenic Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Congenital Malformations And Perinatal Brain Injury,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Diseases Affecting Tubules And Interstitium,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Diseases Involving Blood Vessels,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Pulmonary Diseases Of Vascular Origin,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Soft Tissue,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pathology: Tumor Immunity,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Aiims 2020,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Aplastic Anemia,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Cardiac Therapeutics,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Cerebral Palsy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Chlamydial Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Cytogenetics,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Demyelinating Disorders Of The Cns,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Disturbances Of Rate And Rhythm Of The Heart,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Enuresis And Voiding Dysfunction,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Esophagus,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Fmge 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Genitourinary System,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Gram Negative Bacterial Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Gram Positive Bacterial Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Helminthic Diseases,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Metabolism Of Lipids,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Neet 2018,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Neurodegenerative Disorders Of Childhood,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Obstruction Of The Urinary Tract,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Pancytopenias,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Protozoan Diseases,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Renal Tubular Disorders & Obstructive Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Soft Tissue Sarcomas,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Tetralogy Of Fallot,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pediatrics: Vesicoureteral Reflux,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Aminoglycosides,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Anxiolytic,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Chloramphenicol,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Emergency Clinical Scenario,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Hypolipidemic Drugs,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Lithium,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Steroid,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Pharmacology: Tetracycline,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Physiology: Bladder And Micturition Physiology,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Physiology: Blood: Transfusion And Organ Transplantation,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Physiology: Diuretics, Kidney Diseases",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Physiology: Gram Positive Infections Corynebacterial Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Physiology: Nerve Muscle Junction,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Physiology: Physiology Of Gastrointestinal Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Adjustment Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Aiims 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Cannabis Related Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Cardiovascular Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Children Conduct Disorder,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Children Disruptive Mood Disregulation Disorder,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Delusional Disorder,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Functional Neurological Symptom Disorder ( Conversion Disorder),1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Neet 2019,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Other Anxiety Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Psychiatric Treatment Of Children,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Psychiatry: Tobacco Related Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Aiims 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Care Of Patients During Radiotherapy,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Radiology: Ct And Mri Of The Liver, Gallbladder, And Biliary Tract",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Ct And Mri Of The Pancreas,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Dnb 2018,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Fmge 2017,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Head And Neck Imaging,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Imaging Of Arthritis,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Imaging Of Extremity Trauma,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Imaging Of Musculoskeletal Infection,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Imaging Of Non Traumatic Spinal Disorders,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Mri Of The Hand And Wrist,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Nuclear Medicine And Molecular Imaging,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,"Radiology: Thyroid, Parathyroid, And Salivary Gland Scintigraphy",1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Radiology: Tumors Of Thorax,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Skin: Erythroderma,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Skin: Gram Negative Infections Other,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Skin: Gram Negative Infections Pseudomonal Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Skin: Gram Positive Infections Corynebacterial Infections,1,MedMCQA:1,MCQA:1,records:1
Clinical Medicine,Skin: Gram Positive Infections Staphylococcal Infections,1,MedMCQA:1,MCQA:1,records:1
